sample,mutation_count,min_distance,location,max_distance,s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,seed
S45,593,18.02775638,edge,278.6036611,0,0.3,0,1,0.6,8,59
S46,626,11.70469991,edge,278.6036611,0,0.3,0,1,0.6,8,59
S1,726,4.472135955,edge,280.0142853,0,0.3,0,1,0.6,8,5
S2,651,15.8113883,edge,280.0142853,0,0.3,0,1,0.6,8,5
S3,620,25.01999201,edge,280.0142853,0,0.3,0,1,0.6,8,5
S4,632,28.0713377,edge,280.0142853,0,0.3,0,1,0.6,8,5
S5,641,21.63330765,edge,280.0142853,0,0.3,0,1,0.6,8,5
S6,670,11.40175425,edge,280.0142853,0,0.3,0,1,0.6,8,5
S7,598,17,edge,280.0142853,0,0.3,0,1,0.6,8,5
S8,643,36.24913792,edge,280.0142853,0,0.3,0,1,0.6,8,5
S9,590,48.05205511,edge,280.0142853,0,0.3,0,1,0.6,8,5
S10,618,50.92150823,edge,280.0142853,0,0.3,0,1,0.6,8,5
S11,587,43.0464865,edge,280.0142853,0,0.3,0,1,0.6,8,5
S12,616,29.54657341,edge,280.0142853,0,0.3,0,1,0.6,8,5
S13,728,8.94427191,edge,280.0142853,0,0.3,0,1,0.6,8,5
S14,572,25.94224354,edge,280.0142853,0,0.3,0,1,0.6,8,5
S15,543,48.50773134,edge,280.0142853,0,0.3,0,1,0.6,8,5
S16,550,68.79680225,edge,280.0142853,0,0.3,0,1,0.6,8,5
S17,570,73.97972695,center,280.0142853,0,0.3,0,1,0.6,8,5
S18,554,62.42595614,edge,280.0142853,0,0.3,0,1,0.6,8,5
S19,574,40.02499219,edge,280.0142853,0,0.3,0,1,0.6,8,5
S20,638,17.2626765,edge,280.0142853,0,0.3,0,1,0.6,8,5
S21,665,11.40175425,edge,280.0142853,0,0.3,0,1,0.6,8,5
S22,584,32.28002478,edge,280.0142853,0,0.3,0,1,0.6,8,5
S23,551,55.4616985,edge,280.0142853,0,0.3,0,1,0.6,8,5
S24,538,77.36924454,center,280.0142853,0,0.3,0,1,0.6,8,5
S25,560,88.54377448,center,280.0142853,0,0.3,0,1,0.6,8,5
S26,557,67.95586803,edge,280.0142853,0,0.3,0,1,0.6,8,5
S27,560,45.61797891,edge,280.0142853,0,0.3,0,1,0.6,8,5
S28,609,22.20360331,edge,280.0142853,0,0.3,0,1,0.6,8,5
S29,623,23.70653918,edge,280.0142853,0,0.3,0,1,0.6,8,5
S30,585,45.65084884,edge,280.0142853,0,0.3,0,1,0.6,8,5
S31,550,61.09828148,edge,280.0142853,0,0.3,0,1,0.6,8,5
S32,547,66.21178143,edge,280.0142853,0,0.3,0,1,0.6,8,5
S33,538,56.43580424,edge,280.0142853,0,0.3,0,1,0.6,8,5
S34,576,35.4682957,edge,280.0142853,0,0.3,0,1,0.6,8,5
S35,599,14.31782106,edge,280.0142853,0,0.3,0,1,0.6,8,5
S36,672,13.60147051,edge,280.0142853,0,0.3,0,1,0.6,8,5
S37,559,29.73213749,edge,280.0142853,0,0.3,0,1,0.6,8,5
S38,570,39.05124838,edge,280.0142853,0,0.3,0,1,0.6,8,5
S39,560,43.10452412,edge,280.0142853,0,0.3,0,1,0.6,8,5
S40,586,35.35533906,edge,280.0142853,0,0.3,0,1,0.6,8,5
S41,557,23.32380758,edge,280.0142853,0,0.3,0,1,0.6,8,5
S42,678,4.123105626,edge,280.0142853,0,0.3,0,1,0.6,8,5
S43,704,8.062257748,edge,280.0142853,0,0.3,0,1,0.6,8,5
S44,645,16.4924225,edge,280.0142853,0,0.3,0,1,0.6,8,5
S45,612,19.23538406,edge,280.0142853,0,0.3,0,1,0.6,8,5
S46,641,12.64911064,edge,280.0142853,0,0.3,0,1,0.6,8,5
S47,667,4.123105626,edge,280.0142853,0,0.3,0,1,0.6,8,5
S1,617,16.1245155,edge,275.7752708,0,0.3,0,1,0.6,8,60
S2,573,25.07987241,edge,275.7752708,0,0.3,0,1,0.6,8,60
S3,583,28.16025568,edge,275.7752708,0,0.3,0,1,0.6,8,60
S4,670,21.09502311,edge,275.7752708,0,0.3,0,1,0.6,8,60
S5,714,10.81665383,edge,275.7752708,0,0.3,0,1,0.6,8,60
S6,629,18.35755975,edge,275.7752708,0,0.3,0,1,0.6,8,60
S7,620,35.35533906,edge,275.7752708,0,0.3,0,1,0.6,8,60
S8,563,47.41307836,edge,275.7752708,0,0.3,0,1,0.6,8,60
S9,583,51.66236541,edge,275.7752708,0,0.3,0,1,0.6,8,60
S10,604,42.54409477,edge,275.7752708,0,0.3,0,1,0.6,8,60
S11,722,27.51363298,edge,275.7752708,0,0.3,0,1,0.6,8,60
S12,749,6.403124237,edge,275.7752708,0,0.3,0,1,0.6,8,60
S13,603,26.68332813,edge,275.7752708,0,0.3,0,1,0.6,8,60
S14,542,49.24428901,edge,275.7752708,0,0.3,0,1,0.6,8,60
S15,546,68.60029154,edge,275.7752708,0,0.3,0,1,0.6,8,60
S16,597,74.63243263,center,275.7752708,0,0.3,0,1,0.6,8,60
S17,613,59.13543777,edge,275.7752708,0,0.3,0,1,0.6,8,60
S18,642,37.21558813,edge,275.7752708,0,0.3,0,1,0.6,8,60
S19,673,15.5241747,edge,275.7752708,0,0.3,0,1,0.6,8,60
S20,668,8.246211251,edge,275.7752708,0,0.3,0,1,0.6,8,60
S21,575,32.01562119,edge,275.7752708,0,0.3,0,1,0.6,8,60
S22,525,55.08175742,edge,275.7752708,0,0.3,0,1,0.6,8,60
S23,536,77.38862966,center,275.7752708,0,0.3,0,1,0.6,8,60
S24,549,85.86617495,center,275.7752708,0,0.3,0,1,0.6,8,60
S25,600,64.51356447,edge,275.7752708,0,0.3,0,1,0.6,8,60
S26,611,41.48493703,edge,275.7752708,0,0.3,0,1,0.6,8,60
S27,659,18.02775638,edge,275.7752708,0,0.3,0,1,0.6,8,60
S28,576,23.76972865,edge,275.7752708,0,0.3,0,1,0.6,8,60
S29,516,45.607017,edge,275.7752708,0,0.3,0,1,0.6,8,60
S30,524,58.1893461,edge,275.7752708,0,0.3,0,1,0.6,8,60
S31,595,64.07807737,edge,275.7752708,0,0.3,0,1,0.6,8,60
S32,601,53.15072906,edge,275.7752708,0,0.3,0,1,0.6,8,60
S33,655,33.60059523,edge,275.7752708,0,0.3,0,1,0.6,8,60
S34,660,11.70469991,edge,275.7752708,0,0.3,0,1,0.6,8,60
S35,664,12.04159458,edge,275.7752708,0,0.3,0,1,0.6,8,60
S36,576,28.7923601,edge,275.7752708,0,0.3,0,1,0.6,8,60
S37,573,36.35931793,edge,275.7752708,0,0.3,0,1,0.6,8,60
S38,641,40.79215611,edge,275.7752708,0,0.3,0,1,0.6,8,60
S39,629,32.20248438,edge,275.7752708,0,0.3,0,1,0.6,8,60
S40,662,19.41648784,edge,275.7752708,0,0.3,0,1,0.6,8,60
S41,696,7.810249676,edge,275.7752708,0,0.3,0,1,0.6,8,60
S42,667,13.92838828,edge,275.7752708,0,0.3,0,1,0.6,8,60
S43,708,17.02938637,edge,275.7752708,0,0.3,0,1,0.6,8,60
S44,731,11.04536102,edge,275.7752708,0,0.3,0,1,0.6,8,60
S1,657,5.385164807,edge,280.0142853,0,0.3,0,1,0.6,8,61
S2,588,17.02938637,edge,280.0142853,0,0.3,0,1,0.6,8,61
S3,571,25.05992817,edge,280.0142853,0,0.3,0,1,0.6,8,61
S4,583,28.7923601,edge,280.0142853,0,0.3,0,1,0.6,8,61
S5,610,22.56102835,edge,280.0142853,0,0.3,0,1,0.6,8,61
S6,689,12.20655562,edge,280.0142853,0,0.3,0,1,0.6,8,61
S7,635,18.35755975,edge,280.0142853,0,0.3,0,1,0.6,8,61
S8,572,38.28837944,edge,280.0142853,0,0.3,0,1,0.6,8,61
S9,548,47.01063709,edge,280.0142853,0,0.3,0,1,0.6,8,61
S10,530,51.97114584,edge,280.0142853,0,0.3,0,1,0.6,8,61
S11,571,43.56604182,edge,280.0142853,0,0.3,0,1,0.6,8,61
S12,596,31.144823,edge,280.0142853,0,0.3,0,1,0.6,8,61
S13,710,11.04536102,edge,280.0142853,0,0.3,0,1,0.6,8,61
S14,595,27.29468813,edge,280.0142853,0,0.3,0,1,0.6,8,61
S15,522,50.21951812,edge,280.0142853,0,0.3,0,1,0.6,8,61
S16,515,68.9492567,edge,280.0142853,0,0.3,0,1,0.6,8,61
S17,524,75.2861209,center,280.0142853,0,0.3,0,1,0.6,8,61
S18,522,64.07807737,edge,280.0142853,0,0.3,0,1,0.6,8,61
S19,598,41.78516483,edge,280.0142853,0,0.3,0,1,0.6,8,61
S20,630,19.23538406,edge,280.0142853,0,0.3,0,1,0.6,8,61
S21,644,7.615773106,edge,280.0142853,0,0.3,0,1,0.6,8,61
S22,571,31.144823,edge,280.0142853,0,0.3,0,1,0.6,8,61
S23,527,54.08326913,edge,280.0142853,0,0.3,0,1,0.6,8,61
S24,545,76.92203845,center,280.0142853,0,0.3,0,1,0.6,8,61
S25,518,86.76404785,center,280.0142853,0,0.3,0,1,0.6,8,61
S26,524,67.68308504,edge,280.0142853,0,0.3,0,1,0.6,8,61
S27,578,44.14748011,edge,280.0142853,0,0.3,0,1,0.6,8,61
S28,646,21.47091055,edge,280.0142853,0,0.3,0,1,0.6,8,61
S29,563,23.2594067,edge,280.0142853,0,0.3,0,1,0.6,8,61
S30,557,44.29446918,edge,280.0142853,0,0.3,0,1,0.6,8,61
S31,540,59.48108943,edge,280.0142853,0,0.3,0,1,0.6,8,61
S32,541,64.76109943,edge,280.0142853,0,0.3,0,1,0.6,8,61
S33,561,55.21775077,edge,280.0142853,0,0.3,0,1,0.6,8,61
S34,629,37.10795063,edge,280.0142853,0,0.3,0,1,0.6,8,61
S35,687,15,edge,280.0142853,0,0.3,0,1,0.6,8,61
S36,608,13.03840481,edge,280.0142853,0,0.3,0,1,0.6,8,61
S37,595,28.16025568,edge,280.0142853,0,0.3,0,1,0.6,8,61
S38,576,37.33630941,edge,280.0142853,0,0.3,0,1,0.6,8,61
S39,586,41.78516483,edge,280.0142853,0,0.3,0,1,0.6,8,61
S40,635,33.10589071,edge,280.0142853,0,0.3,0,1,0.6,8,61
S41,668,21.40093456,edge,280.0142853,0,0.3,0,1,0.6,8,61
S42,787,4.472135955,edge,280.0142853,0,0.3,0,1,0.6,8,61
S43,674,5.830951895,edge,280.0142853,0,0.3,0,1,0.6,8,61
S44,657,15.26433752,edge,280.0142853,0,0.3,0,1,0.6,8,61
S45,655,18.11077028,edge,280.0142853,0,0.3,0,1,0.6,8,61
S46,667,11.70469991,edge,280.0142853,0,0.3,0,1,0.6,8,61
S1,699,5,edge,281.4320522,0,0.3,0,1,0.6,8,62
S2,689,14.86606875,edge,281.4320522,0,0.3,0,1,0.6,8,62
S3,625,23.60084744,edge,281.4320522,0,0.3,0,1,0.6,8,62
S4,616,27.85677655,edge,281.4320522,0,0.3,0,1,0.6,8,62
S5,628,21,edge,281.4320522,0,0.3,0,1,0.6,8,62
S6,683,10,edge,281.4320522,0,0.3,0,1,0.6,8,62
S7,738,16.55294536,edge,281.4320522,0,0.3,0,1,0.6,8,62
S8,656,35.4682957,edge,281.4320522,0,0.3,0,1,0.6,8,62
S9,610,45.22167622,edge,281.4320522,0,0.3,0,1,0.6,8,62
S10,597,50.59644256,edge,281.4320522,0,0.3,0,1,0.6,8,62
S11,595,43.8634244,edge,281.4320522,0,0.3,0,1,0.6,8,62
S12,624,27.01851217,edge,281.4320522,0,0.3,0,1,0.6,8,62
S13,728,7.615773106,edge,281.4320522,0,0.3,0,1,0.6,8,62
S14,660,26.40075756,edge,281.4320522,0,0.3,0,1,0.6,8,62
S15,571,48.76474136,edge,281.4320522,0,0.3,0,1,0.6,8,62
S16,520,68.09552114,edge,281.4320522,0,0.3,0,1,0.6,8,62
S17,538,73.05477397,center,281.4320522,0,0.3,0,1,0.6,8,62
S18,544,60.87692502,edge,281.4320522,0,0.3,0,1,0.6,8,62
S19,578,39.66106403,edge,281.4320522,0,0.3,0,1,0.6,8,62
S20,644,17.08800749,edge,281.4320522,0,0.3,0,1,0.6,8,62
S21,739,8.062257748,edge,281.4320522,0,0.3,0,1,0.6,8,62
S22,649,30.46309242,edge,281.4320522,0,0.3,0,1,0.6,8,62
S23,558,53.36665626,edge,281.4320522,0,0.3,0,1,0.6,8,62
S24,552,76.94153625,center,281.4320522,0,0.3,0,1,0.6,8,62
S25,523,88.54942123,center,281.4320522,0,0.3,0,1,0.6,8,62
S26,536,65.78753681,edge,281.4320522,0,0.3,0,1,0.6,8,62
S27,554,43.65775991,edge,281.4320522,0,0.3,0,1,0.6,8,62
S28,643,21.09502311,edge,281.4320522,0,0.3,0,1,0.6,8,62
S29,655,24.20743687,edge,281.4320522,0,0.3,0,1,0.6,8,62
S30,570,44.65422712,edge,281.4320522,0,0.3,0,1,0.6,8,62
S31,566,63.51377803,edge,281.4320522,0,0.3,0,1,0.6,8,62
S32,545,66.70832032,edge,281.4320522,0,0.3,0,1,0.6,8,62
S33,531,55.22680509,edge,281.4320522,0,0.3,0,1,0.6,8,62
S34,640,34.88552709,edge,281.4320522,0,0.3,0,1,0.6,8,62
S35,655,13.34166406,edge,281.4320522,0,0.3,0,1,0.6,8,62
S36,664,13.03840481,edge,281.4320522,0,0.3,0,1,0.6,8,62
S37,603,30.52867504,edge,281.4320522,0,0.3,0,1,0.6,8,62
S38,574,41.62931659,edge,281.4320522,0,0.3,0,1,0.6,8,62
S39,600,44,edge,281.4320522,0,0.3,0,1,0.6,8,62
S40,610,37.12142239,edge,281.4320522,0,0.3,0,1,0.6,8,62
S41,690,21.40093456,edge,281.4320522,0,0.3,0,1,0.6,8,62
S42,661,10.29563014,edge,281.4320522,0,0.3,0,1,0.6,8,62
S43,628,18.78829423,edge,281.4320522,0,0.3,0,1,0.6,8,62
S44,693,20,edge,281.4320522,0,0.3,0,1,0.6,8,62
S45,738,13.34166406,edge,281.4320522,0,0.3,0,1,0.6,8,62
S46,795,4.123105626,edge,281.4320522,0,0.3,0,1,0.6,8,62
S1,786,6.708203932,edge,281.4284989,0,0.3,0,1,0.6,8,63
S2,717,17.11724277,edge,281.4284989,0,0.3,0,1,0.6,8,63
S3,717,26.2488095,edge,281.4284989,0,0.3,0,1,0.6,8,63
S4,660,29.73213749,edge,281.4284989,0,0.3,0,1,0.6,8,63
S5,622,22.20360331,edge,281.4284989,0,0.3,0,1,0.6,8,63
S6,697,12.36931688,edge,281.4284989,0,0.3,0,1,0.6,8,63
S7,642,17.4642492,edge,281.4284989,0,0.3,0,1,0.6,8,63
S8,624,36.79673899,edge,281.4284989,0,0.3,0,1,0.6,8,63
S9,621,48.54894438,edge,281.4284989,0,0.3,0,1,0.6,8,63
S10,650,52.20153254,edge,281.4284989,0,0.3,0,1,0.6,8,63
S11,603,44.38468204,edge,281.4284989,0,0.3,0,1,0.6,8,63
S12,637,31.2409987,edge,281.4284989,0,0.3,0,1,0.6,8,63
S13,693,10.04987562,edge,281.4284989,0,0.3,0,1,0.6,8,63
S14,667,26.92582404,edge,281.4284989,0,0.3,0,1,0.6,8,63
S15,584,49.33558553,edge,281.4284989,0,0.3,0,1,0.6,8,63
S16,610,70.00714249,edge,281.4284989,0,0.3,0,1,0.6,8,63
S17,567,74.94664769,center,281.4284989,0,0.3,0,1,0.6,8,63
S18,578,63.1585307,edge,281.4284989,0,0.3,0,1,0.6,8,63
S19,644,40.71854614,edge,281.4284989,0,0.3,0,1,0.6,8,63
S20,714,19.84943324,edge,281.4284989,0,0.3,0,1,0.6,8,63
S21,708,8.062257748,edge,281.4284989,0,0.3,0,1,0.6,8,63
S22,619,31.78049716,edge,281.4284989,0,0.3,0,1,0.6,8,63
S23,572,54.5710546,edge,281.4284989,0,0.3,0,1,0.6,8,63
S24,564,77.07788269,center,281.4284989,0,0.3,0,1,0.6,8,63
S25,557,88.141931,center,281.4284989,0,0.3,0,1,0.6,8,63
S26,554,68.30812543,edge,281.4284989,0,0.3,0,1,0.6,8,63
S27,615,45.54119015,edge,281.4284989,0,0.3,0,1,0.6,8,63
S28,709,22,edge,281.4284989,0,0.3,0,1,0.6,8,63
S29,612,23.76972865,edge,281.4284989,0,0.3,0,1,0.6,8,63
S30,609,44.94441011,edge,281.4284989,0,0.3,0,1,0.6,8,63
S31,571,60.41522987,edge,281.4284989,0,0.3,0,1,0.6,8,63
S32,513,65.78753681,edge,281.4284989,0,0.3,0,1,0.6,8,63
S33,590,56.82429058,edge,281.4284989,0,0.3,0,1,0.6,8,63
S34,585,36.40054945,edge,281.4284989,0,0.3,0,1,0.6,8,63
S35,720,15.26433752,edge,281.4284989,0,0.3,0,1,0.6,8,63
S36,657,13.45362405,edge,281.4284989,0,0.3,0,1,0.6,8,63
S37,594,29.06888371,edge,281.4284989,0,0.3,0,1,0.6,8,63
S38,534,39.11521443,edge,281.4284989,0,0.3,0,1,0.6,8,63
S39,538,43.17406629,edge,281.4284989,0,0.3,0,1,0.6,8,63
S40,533,34.53983208,edge,281.4284989,0,0.3,0,1,0.6,8,63
S41,629,24.75883681,edge,281.4284989,0,0.3,0,1,0.6,8,63
S42,694,6.08276253,edge,281.4284989,0,0.3,0,1,0.6,8,63
S43,643,7.071067812,edge,281.4284989,0,0.3,0,1,0.6,8,63
S44,608,15.29705854,edge,281.4284989,0,0.3,0,1,0.6,8,63
S45,598,20.59126028,edge,281.4284989,0,0.3,0,1,0.6,8,63
S46,635,13.89244399,edge,281.4284989,0,0.3,0,1,0.6,8,63
S47,681,3.605551275,edge,281.4284989,0,0.3,0,1,0.6,8,63
S1,734,5.385164807,edge,278.6036611,0,0.3,0,1,0.6,8,64
S2,646,15.8113883,edge,278.6036611,0,0.3,0,1,0.6,8,64
S3,629,25.49509757,edge,278.6036611,0,0.3,0,1,0.6,8,64
S4,620,28.44292531,edge,278.6036611,0,0.3,0,1,0.6,8,64
S5,666,20.88061302,edge,278.6036611,0,0.3,0,1,0.6,8,64
S6,690,11.40175425,edge,278.6036611,0,0.3,0,1,0.6,8,64
S7,609,16.97056275,edge,278.6036611,0,0.3,0,1,0.6,8,64
S8,584,35.60898763,edge,278.6036611,0,0.3,0,1,0.6,8,64
S9,587,47.42362281,edge,278.6036611,0,0.3,0,1,0.6,8,64
S10,598,52.23983155,edge,278.6036611,0,0.3,0,1,0.6,8,64
S11,581,43.68065934,edge,278.6036611,0,0.3,0,1,0.6,8,64
S12,599,28.31960452,edge,278.6036611,0,0.3,0,1,0.6,8,64
S13,703,8.246211251,edge,278.6036611,0,0.3,0,1,0.6,8,64
S14,628,25.94224354,edge,278.6036611,0,0.3,0,1,0.6,8,64
S15,599,48.50773134,edge,278.6036611,0,0.3,0,1,0.6,8,64
S16,549,69.35416354,edge,278.6036611,0,0.3,0,1,0.6,8,64
S17,545,74.3236167,center,278.6036611,0,0.3,0,1,0.6,8,64
S18,540,60.16643583,edge,278.6036611,0,0.3,0,1,0.6,8,64
S19,634,37.64306045,edge,278.6036611,0,0.3,0,1,0.6,8,64
S20,648,16.2788206,edge,278.6036611,0,0.3,0,1,0.6,8,64
S21,702,7.211102551,edge,278.6036611,0,0.3,0,1,0.6,8,64
S22,677,30.2654919,edge,278.6036611,0,0.3,0,1,0.6,8,64
S23,624,53.71219601,edge,278.6036611,0,0.3,0,1,0.6,8,64
S24,592,75.61084578,center,278.6036611,0,0.3,0,1,0.6,8,64
S25,534,86.37708029,center,278.6036611,0,0.3,0,1,0.6,8,64
S26,556,65.76473219,edge,278.6036611,0,0.3,0,1,0.6,8,64
S27,590,42.20189569,edge,278.6036611,0,0.3,0,1,0.6,8,64
S28,675,19.6468827,edge,278.6036611,0,0.3,0,1,0.6,8,64
S29,690,23.08679276,edge,278.6036611,0,0.3,0,1,0.6,8,64
S30,604,45.18849411,edge,278.6036611,0,0.3,0,1,0.6,8,64
S31,554,59.03388857,edge,278.6036611,0,0.3,0,1,0.6,8,64
S32,569,64.25729531,edge,278.6036611,0,0.3,0,1,0.6,8,64
S33,550,55.1724569,edge,278.6036611,0,0.3,0,1,0.6,8,64
S34,624,34.4818793,edge,278.6036611,0,0.3,0,1,0.6,8,64
S35,708,13.03840481,edge,278.6036611,0,0.3,0,1,0.6,8,64
S36,739,12.52996409,edge,278.6036611,0,0.3,0,1,0.6,8,64
S37,640,26.57066051,edge,278.6036611,0,0.3,0,1,0.6,8,64
S38,574,38.32753579,edge,278.6036611,0,0.3,0,1,0.6,8,64
S39,612,41.19465985,edge,278.6036611,0,0.3,0,1,0.6,8,64
S40,617,32.89376841,edge,278.6036611,0,0.3,0,1,0.6,8,64
S41,666,21.26029163,edge,278.6036611,0,0.3,0,1,0.6,8,64
S42,774,5.385164807,edge,278.6036611,0,0.3,0,1,0.6,8,64
S43,632,15.65247584,edge,278.6036611,0,0.3,0,1,0.6,8,64
S44,643,17.4642492,edge,278.6036611,0,0.3,0,1,0.6,8,64
S45,650,10.81665383,edge,278.6036611,0,0.3,0,1,0.6,8,64
S1,730,5,edge,280.7222827,0,0.3,0,1,0.6,8,65
S2,704,15.8113883,edge,280.7222827,0,0.3,0,1,0.6,8,65
S3,688,24.18677324,edge,280.7222827,0,0.3,0,1,0.6,8,65
S4,661,27.85677655,edge,280.7222827,0,0.3,0,1,0.6,8,65
S5,697,22.36067977,edge,280.7222827,0,0.3,0,1,0.6,8,65
S6,754,12.16552506,edge,280.7222827,0,0.3,0,1,0.6,8,65
S7,723,17.02938637,edge,280.7222827,0,0.3,0,1,0.6,8,65
S8,649,35.84689666,edge,280.7222827,0,0.3,0,1,0.6,8,65
S9,589,46.84015371,edge,280.7222827,0,0.3,0,1,0.6,8,65
S10,589,50.99019514,edge,280.7222827,0,0.3,0,1,0.6,8,65
S11,623,43.38202393,edge,280.7222827,0,0.3,0,1,0.6,8,65
S12,656,28.8444102,edge,280.7222827,0,0.3,0,1,0.6,8,65
S13,735,7.810249676,edge,280.7222827,0,0.3,0,1,0.6,8,65
S14,642,26.92582404,edge,280.7222827,0,0.3,0,1,0.6,8,65
S15,660,49.04079934,edge,280.7222827,0,0.3,0,1,0.6,8,65
S16,555,69.20260111,edge,280.7222827,0,0.3,0,1,0.6,8,65
S17,552,74.63243263,center,280.7222827,0,0.3,0,1,0.6,8,65
S18,588,61.29437168,edge,280.7222827,0,0.3,0,1,0.6,8,65
S19,615,41.0487515,edge,280.7222827,0,0.3,0,1,0.6,8,65
S20,725,17.4642492,edge,280.7222827,0,0.3,0,1,0.6,8,65
S21,788,8,edge,280.7222827,0,0.3,0,1,0.6,8,65
S22,639,30.6757233,edge,280.7222827,0,0.3,0,1,0.6,8,65
S23,571,53.22593353,edge,280.7222827,0,0.3,0,1,0.6,8,65
S24,564,75.58438992,center,280.7222827,0,0.3,0,1,0.6,8,65
S25,559,88.84255737,center,280.7222827,0,0.3,0,1,0.6,8,65
S26,592,68.24954212,edge,280.7222827,0,0.3,0,1,0.6,8,65
S27,602,44.92215489,edge,280.7222827,0,0.3,0,1,0.6,8,65
S28,629,21.09502311,edge,280.7222827,0,0.3,0,1,0.6,8,65
S29,663,23.76972865,edge,280.7222827,0,0.3,0,1,0.6,8,65
S30,590,46.01086828,edge,280.7222827,0,0.3,0,1,0.6,8,65
S31,593,61.09828148,edge,280.7222827,0,0.3,0,1,0.6,8,65
S32,582,65.520989,edge,280.7222827,0,0.3,0,1,0.6,8,65
S33,600,57.68882041,edge,280.7222827,0,0.3,0,1,0.6,8,65
S34,662,36.40054945,edge,280.7222827,0,0.3,0,1,0.6,8,65
S35,697,14.86606875,edge,280.7222827,0,0.3,0,1,0.6,8,65
S36,679,12.20655562,edge,280.7222827,0,0.3,0,1,0.6,8,65
S37,645,28.63564213,edge,280.7222827,0,0.3,0,1,0.6,8,65
S38,601,39,edge,280.7222827,0,0.3,0,1,0.6,8,65
S39,634,42.95346319,edge,280.7222827,0,0.3,0,1,0.6,8,65
S40,628,36.40054945,edge,280.7222827,0,0.3,0,1,0.6,8,65
S41,684,25.05992817,edge,280.7222827,0,0.3,0,1,0.6,8,65
S42,788,5.385164807,edge,280.7222827,0,0.3,0,1,0.6,8,65
S43,731,8.485281374,edge,280.7222827,0,0.3,0,1,0.6,8,65
S44,667,17.4642492,edge,280.7222827,0,0.3,0,1,0.6,8,65
S45,632,20.22374842,edge,280.7222827,0,0.3,0,1,0.6,8,65
S46,735,13.34166406,edge,280.7222827,0,0.3,0,1,0.6,8,65
S47,769,6.08276253,edge,280.7222827,0,0.3,0,1,0.6,8,65
S1,663,4,edge,280.0178566,0,0.3,0,1,0.6,8,66
S2,592,15.8113883,edge,280.0178566,0,0.3,0,1,0.6,8,66
S3,556,24.69817807,edge,280.0178566,0,0.3,0,1,0.6,8,66
S4,540,28,edge,280.0178566,0,0.3,0,1,0.6,8,66
S5,599,20.61552813,edge,280.0178566,0,0.3,0,1,0.6,8,66
S6,654,10.19803903,edge,280.0178566,0,0.3,0,1,0.6,8,66
S7,581,17.88854382,edge,280.0178566,0,0.3,0,1,0.6,8,66
S8,535,37.20215048,edge,280.0178566,0,0.3,0,1,0.6,8,66
S9,541,47.85394446,edge,280.0178566,0,0.3,0,1,0.6,8,66
S10,519,51.2445119,edge,280.0178566,0,0.3,0,1,0.6,8,66
S11,556,41.23105626,edge,280.0178566,0,0.3,0,1,0.6,8,66
S12,585,26.07680962,edge,280.0178566,0,0.3,0,1,0.6,8,66
S13,663,6,edge,280.0178566,0,0.3,0,1,0.6,8,66
S14,605,26.92582404,edge,280.0178566,0,0.3,0,1,0.6,8,66
S15,576,49.72926704,edge,280.0178566,0,0.3,0,1,0.6,8,66
S16,549,69.35416354,edge,280.0178566,0,0.3,0,1,0.6,8,66
S17,515,73.68174808,center,280.0178566,0,0.3,0,1,0.6,8,66
S18,504,59.09314681,edge,280.0178566,0,0.3,0,1,0.6,8,66
S19,535,38.07886553,edge,280.0178566,0,0.3,0,1,0.6,8,66
S20,633,17,edge,280.0178566,0,0.3,0,1,0.6,8,66
S21,710,9.899494937,edge,280.0178566,0,0.3,0,1,0.6,8,66
S22,643,31.78049716,edge,280.0178566,0,0.3,0,1,0.6,8,66
S23,556,54.7813837,edge,280.0178566,0,0.3,0,1,0.6,8,66
S24,532,77.49193506,center,280.0178566,0,0.3,0,1,0.6,8,66
S25,501,87.32124598,center,280.0178566,0,0.3,0,1,0.6,8,66
S26,518,66.85057965,edge,280.0178566,0,0.3,0,1,0.6,8,66
S27,535,43.96589587,edge,280.0178566,0,0.3,0,1,0.6,8,66
S28,619,22.13594362,edge,280.0178566,0,0.3,0,1,0.6,8,66
S29,638,25.05992817,edge,280.0178566,0,0.3,0,1,0.6,8,66
S30,549,46.04345773,edge,280.0178566,0,0.3,0,1,0.6,8,66
S31,560,62.17716623,edge,280.0178566,0,0.3,0,1,0.6,8,66
S32,527,65.76473219,edge,280.0178566,0,0.3,0,1,0.6,8,66
S33,556,55.94640292,edge,280.0178566,0,0.3,0,1,0.6,8,66
S34,598,36.24913792,edge,280.0178566,0,0.3,0,1,0.6,8,66
S35,686,14.03566885,edge,280.0178566,0,0.3,0,1,0.6,8,66
S36,639,14.14213562,edge,280.0178566,0,0.3,0,1,0.6,8,66
S37,586,29.68164416,edge,280.0178566,0,0.3,0,1,0.6,8,66
S38,541,40.52159918,edge,280.0178566,0,0.3,0,1,0.6,8,66
S39,553,42.57933771,edge,280.0178566,0,0.3,0,1,0.6,8,66
S40,607,33.83784863,edge,280.0178566,0,0.3,0,1,0.6,8,66
S41,666,23.32380758,edge,280.0178566,0,0.3,0,1,0.6,8,66
S42,755,4.472135955,edge,280.0178566,0,0.3,0,1,0.6,8,66
S43,658,8.602325267,edge,280.0178566,0,0.3,0,1,0.6,8,66
S44,603,17.72004515,edge,280.0178566,0,0.3,0,1,0.6,8,66
S45,643,19.31320792,edge,280.0178566,0,0.3,0,1,0.6,8,66
